0.0 0.0,0.0 1.0,0.0 2.0,0.0 3.0,0.0 4.0,1.0 0.0,1.0 1.0,1.0 2.0,1.0 3.0,1.0 4.0,2.0 0.0,2.0 1.0,2.0 2.0,2.0 3.0,2.0 4.0,3.0 0.0,3.0 1.0,3.0 2.0,3.0 3.0,3.0 4.0,4.0 0.0,4.0 1.0,4.0 2.0,4.0 3.0,4.0 4.0,other
0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0
0.0386217948723,0.0386218069321,0.0386217948724,0.0386218088839,0.0386234974866,0.0386217948718,0.0386217948718,0.0386217948718,0.0386217948718,0.0386217948718,0.0386217948718,0.0386217948718,0.0386217948718,0.0386217948718,0.0386217948718,0.0386217948718,0.0386217948718,0.0386217948718,0.0386217948718,0.0386217948718,0.0386218057844,0.0388621614515,0.0386218075505,0.0389010609949,0.0725555380944,0.0
0.0363444686085,0.0363445786936,0.0363444686036,0.0363445026228,0.0363482055935,0.0363444686016,0.0363444686016,0.0363444686016,0.0363444686016,0.0363444686016,0.0363444686016,0.0363444686016,0.0363444686016,0.0363444686016,0.0363444686016,0.0363444686016,0.0363444686016,0.0363444686016,0.0363444686016,0.0363444686016,0.036344569061,0.037986492185,0.0363444995641,0.0369058603333,0.12552532571,0.0
0.0339292431368,0.0339311385388,0.0339292429318,0.0339292972184,0.0339344677739,0.0339292429274,0.0339292429274,0.0339292429274,0.0339292429274,0.0339292429274,0.0339292429274,0.0339292429274,0.0339292429274,0.0339292429274,0.0339292429274,0.0339292429274,0.0339292429274,0.0339292429274,0.0339292429274,0.0339292429274,0.0339310417767,0.0511951509278,0.0339292932715,0.0346431584153,0.167709322098,0.0
0.032368493165,0.0323743676135,0.0323684921265,0.0323685461952,0.0323735943068,0.0323684921218,0.0323684921218,0.0323684921218,0.0323684921218,0.0323684921218,0.0323684921218,0.0323684921218,0.0323684921218,0.0323684921218,0.0323684921218,0.0323684921218,0.0323684921218,0.0323684921218,0.0323684921218,0.0323684921218,0.0323759427243,0.0905914037781,0.0323685435296,0.0330632304771,0.164220004257,0.0
0.0300187905443,0.0300262513584,0.0300187889572,0.0300188387158,0.0300234752874,0.0300187889528,0.0300187889528,0.0300187889528,0.0300187889528,0.0300187889528,0.0300187889528,0.0300187889528,0.0300187889528,0.0300187889528,0.0300187889528,0.0300187889528,0.0300187889528,0.0300187889528,0.0300187889528,0.0300187889528,0.0300337128582,0.157418678522,0.0300188368367,0.0306581784388,0.151482614189,0.0
0.026504132696,0.0265111672306,0.0265041310008,0.0265041739977,0.026508180321,0.0265041309971,0.0265041309971,0.0265041309971,0.0265041309971,0.0265041309971,0.0265041309971,0.0265041309971,0.0265041309971,0.0265041309971,0.0265041309971,0.0265041309971,0.0265041309971,0.0265041309971,0.0265041309971,0.0265041309971,0.0265298136943,0.258339422505,0.0265041724369,0.027056716147,0.131476125015,0.0
0.0219225570206,0.021928234551,0.0219225555593,0.0219225897372,0.0219257743348,0.0219225555563,0.0219225555563,0.0219225555563,0.0219225555563,0.0219225555563,0.0219225555563,0.0219225555563,0.0219225555563,0.0219225555563,0.0219225555563,0.0219225555563,0.0219225555563,0.0219225555563,0.0219225555563,0.0219225555563,0.0219679764522,0.389923408313,0.0219225884982,0.0223618027883,0.1053641794,0.0
0.0169554421531,0.0169595382574,0.016955441072,0.0169554656888,0.0169577594124,0.0169554410699,0.0169554410699,0.0169554410699,0.0169554410699,0.0169554410699,0.0169554410699,0.0169554410699,0.0169554410699,0.0169554410699,0.0169554410699,0.0169554410699,0.0169554410699,0.0169554410699,0.0169554410699,0.0169554410699,0.0170469705028,0.532555771501,0.0169554647965,0.0172718112529,0.0770547193152,0.0
0.0125515076334,0.0125541936228,0.0125515069185,0.0125515230583,0.0125530269166,0.0125515069171,0.0125515069171,0.0125515069171,0.0125515069171,0.0125515069171,0.0125515069171,0.0125515069171,0.0125515069171,0.0125515069171,0.0125515069171,0.0125515069171,0.0125515069171,0.0125515069171,0.0125515069171,0.0125515069171,0.0127538836098,0.658946263701,0.0125515224732,0.0127589320667,0.0519550362441,0.0
